total_revenue_type20,total_revenue_type21,n_purchasers_type20,n_purchasers_type21,n_users_type20,n_users_type21,conversion_rate_type20,conversion_rate_type21,arppu_type20,arppu_type21,arpu_type20,arpu_type21
12325000,9400000,144,79,468,432,0.3076923076923077,0.18287037037037038,85590.27777777778,118987.34177215189,26335.470085470086,21759.25925925926
11615000,12250000,136,97,453,447,0.30022075055187636,0.21700223713646533,85404.41176470589,126288.65979381443,25640.1766004415,27404.921700223713
12515000,11900000,137,89,481,419,0.28482328482328484,0.21241050119331742,91350.36496350366,133707.8651685393,26018.71101871102,28400.954653937948
10350000,9390000,130,84,459,441,0.28322440087145967,0.19047619047619047,79615.38461538461,111785.71428571429,22549.019607843136,21292.517006802722
13845000,8880000,153,76,451,449,0.3392461197339246,0.16926503340757237,90490.19607843137,116842.1052631579,30698.447893569846,19777.28285077951
12990000,8860000,141,79,465,435,0.3032258064516129,0.18160919540229886,92127.65957446808,112151.89873417722,27935.483870967742,20367.816091954024
10490000,11990000,113,95,435,465,0.2597701149425287,0.20430107526881722,92831.85840707965,126210.52631578948,24114.94252873563,25784.94623655914
12850000,11470000,138,94,446,454,0.3094170403587444,0.20704845814977973,93115.9420289855,122021.27659574468,28811.65919282511,25264.31718061674
9510000,10510000,109,82,473,427,0.23044397463002114,0.1920374707259953,87247.70642201835,128170.73170731707,20105.708245243128,24613.5831381733
11910000,13410000,133,98,466,434,0.2854077253218884,0.22580645161290322,89548.87218045113,136836.73469387754,25557.93991416309,30898.617511520737
11465000,9560000,130,93,459,441,0.28322440087145967,0.2108843537414966,88192.30769230769,102795.69892473119,24978.21350762527,21678.004535147393
9470000,9950000,118,80,442,458,0.2669683257918552,0.17467248908296942,80254.2372881356,124375.0,21425.339366515836,21724.890829694323
12420000,12160000,139,107,462,438,0.3008658008658009,0.24429223744292236,89352.51798561151,113644.85981308411,26883.116883116883,27762.55707762557
12450000,12370000,144,109,442,458,0.3257918552036199,0.23799126637554585,86458.33333333333,113486.23853211009,28167.42081447964,27008.733624454148
9365000,12600000,109,98,436,464,0.25,0.21120689655172414,85917.43119266054,128571.42857142857,21479.357798165136,27155.172413793105
13375000,10720000,146,85,484,416,0.30165289256198347,0.20432692307692307,91609.5890410959,126117.64705882352,27634.297520661155,25769.23076923077
9370000,12900000,120,104,438,462,0.273972602739726,0.22510822510822512,78083.33333333333,124038.46153846153,21392.69406392694,27922.077922077922
12920000,8610000,146,71,474,426,0.3080168776371308,0.16666666666666666,88493.1506849315,121267.60563380281,27257.383966244724,20211.267605633802
13710000,10920000,154,88,452,448,0.3407079646017699,0.19642857142857142,89025.97402597402,124090.90909090909,30331.858407079646,24375.0
12620000,8980000,150,78,473,427,0.3171247357293869,0.18266978922716628,84133.33333333333,115128.20512820513,26680.76109936575,21030.444964871196
12560000,11080000,131,92,468,432,0.2799145299145299,0.21296296296296297,95877.86259541985,120434.78260869565,26837.606837606836,25648.14814814815
10760000,11940000,122,86,433,467,0.2817551963048499,0.1841541755888651,88196.72131147541,138837.2093023256,24849.88452655889,25567.45182012848
11120000,13310000,129,99,436,464,0.2958715596330275,0.21336206896551724,86201.5503875969,134444.44444444444,25504.5871559633,28685.344827586207
13190000,11230000,152,99,441,459,0.34467120181405897,0.21568627450980393,86776.31578947368,113434.34343434343,29909.297052154194,24466.23093681917
11340000,10840000,137,79,461,439,0.29718004338394793,0.17995444191343962,82773.72262773722,137215.18987341772,24598.698481561823,24692.48291571754
12940000,9470000,147,83,459,441,0.3202614379084967,0.18820861678004536,88027.21088435374,114096.38554216867,28191.721132897605,21473.92290249433
11255000,11180000,123,95,435,465,0.2827586206896552,0.20430107526881722,91504.06504065041,117684.21052631579,25873.563218390806,24043.010752688173
11515000,11010000,127,95,447,453,0.2841163310961969,0.2097130242825607,90669.29133858268,115894.73684210527,25760.62639821029,24304.635761589405
11465000,11700000,133,92,454,446,0.29295154185022027,0.2062780269058296,86203.00751879699,127173.91304347826,25253.30396475771,26233.18385650224
11740000,10700000,127,85,459,441,0.2766884531590414,0.1927437641723356,92440.94488188977,125882.35294117648,25577.342047930284,24263.038548752833
10120000,10740000,121,89,408,492,0.2965686274509804,0.18089430894308944,83636.36363636363,120674.15730337078,24803.92156862745,21829.268292682926
11480000,11270000,126,98,447,453,0.28187919463087246,0.2163355408388521,91111.11111111111,115000.0,25682.326621923938,24878.58719646799
11630000,11310000,132,93,435,465,0.30344827586206896,0.2,88106.06060606061,121612.90322580645,26735.632183908045,24322.58064516129
14180000,8520000,138,79,471,429,0.2929936305732484,0.18414918414918416,102753.62318840579,107848.10126582278,30106.15711252654,19860.13986013986
12410000,10380000,126,83,445,455,0.28314606741573034,0.1824175824175824,98492.06349206349,125060.24096385542,27887.6404494382,22813.186813186814
15090000,10900000,158,84,465,435,0.33978494623655914,0.19310344827586207,95506.32911392405,129761.90476190476,32451.612903225807,25057.471264367818
10000000,10120000,129,81,437,463,0.2951945080091533,0.17494600431965443,77519.37984496124,124938.27160493827,22883.29519450801,21857.451403887688
12170000,10310000,128,88,445,455,0.2876404494382023,0.1934065934065934,95078.125,117159.09090909091,27348.314606741573,22659.340659340658
14745000,10920000,147,86,468,432,0.3141025641025641,0.19907407407407407,100306.12244897959,126976.74418604652,31506.410256410258,25277.777777777777
11980000,10550000,128,89,446,454,0.28699551569506726,0.1960352422907489,93593.75,118539.32584269663,26860.986547085202,23237.885462555067
12800000,8860000,147,72,451,449,0.3259423503325942,0.1603563474387528,87074.8299319728,123055.55555555556,28381.374722838136,19732.739420935413
12915000,8500000,135,76,473,427,0.2854122621564482,0.17798594847775176,95666.66666666667,111842.1052631579,27304.43974630021,19906.323185011708
10290000,9680000,122,78,437,463,0.2791762013729977,0.16846652267818574,84344.26229508196,124102.56410256411,23546.910755148743,20907.127429805616
10415000,11890000,127,95,423,477,0.30023640661938533,0.19916142557651992,82007.87401574804,125157.8947368421,24621.74940898345,24926.624737945494
11735000,10050000,127,87,435,465,0.29195402298850576,0.1870967741935484,92401.5748031496,115517.24137931035,26977.011494252874,21612.90322580645
13030000,12960000,147,104,444,456,0.3310810810810811,0.22807017543859648,88639.45578231293,124615.38461538461,29346.846846846845,28421.052631578947
12260000,9820000,135,87,474,426,0.2848101265822785,0.20422535211267606,90814.81481481482,112873.5632183908,25864.978902953586,23051.643192488264
14110000,12680000,129,97,435,465,0.296551724137931,0.2086021505376344,109379.8449612403,130721.64948453609,32436.7816091954,27268.817204301075
12945000,9300000,137,79,458,442,0.29912663755458513,0.17873303167420815,94489.05109489051,117721.51898734177,28264.192139737992,21040.723981900454
13000000,13540000,137,99,465,435,0.2946236559139785,0.22758620689655173,94890.51094890511,136767.67676767678,27956.989247311827,31126.436781609194
10470000,12210000,127,94,454,446,0.27973568281938327,0.21076233183856502,82440.94488188977,129893.6170212766,23061.674008810573,27376.681614349774
10825000,12580000,130,97,444,456,0.2927927927927928,0.21271929824561403,83269.23076923077,129690.72164948453,24380.630630630632,27587.719298245614
9785000,12760000,115,94,435,465,0.26436781609195403,0.2021505376344086,85086.95652173914,135744.68085106384,22494.25287356322,27440.860215053763
12235000,14060000,139,108,437,463,0.3180778032036613,0.23326133909287258,88021.58273381295,130185.18518518518,27997.71167048055,30367.170626349893
13650000,10910000,151,82,469,431,0.32196162046908317,0.1902552204176334,90397.35099337748,133048.78048780488,29104.4776119403,25313.225058004642
12240000,9490000,140,81,470,430,0.2978723404255319,0.1883720930232558,87428.57142857143,117160.49382716049,26042.55319148936,22069.767441860466
11175000,12100000,132,101,450,450,0.29333333333333333,0.22444444444444445,84659.09090909091,119801.9801980198,24833.333333333332,26888.88888888889
11530000,10110000,136,87,446,454,0.30493273542600896,0.19162995594713655,84779.41176470589,116206.89655172414,25852.01793721973,22268.722466960353
11860000,10030000,135,87,461,439,0.2928416485900217,0.19817767653758542,87851.85185185185,115287.35632183908,25726.681127982647,22847.38041002278
12255000,10410000,126,87,449,451,0.2806236080178174,0.19290465631929046,97261.90476190476,119655.1724137931,27293.986636971047,23082.039911308206
14305000,11220000,158,85,450,450,0.3511111111111111,0.18888888888888888,90537.97468354431,132000.0,31788.88888888889,24933.333333333332
12705000,13230000,134,102,444,456,0.30180180180180183,0.2236842105263158,94813.4328358209,129705.88235294117,28614.864864864863,29013.157894736843
13110000,11100000,139,92,440,460,0.3159090909090909,0.2,94316.54676258993,120652.17391304347,29795.454545454544,24130.434782608696
11280000,10950000,127,92,458,442,0.27729257641921395,0.2081447963800905,88818.89763779528,119021.73913043478,24628.82096069869,24773.7556561086
13320000,10650000,145,86,426,474,0.3403755868544601,0.18143459915611815,91862.06896551725,123837.20930232559,31267.605633802817,22468.354430379746
11035000,10730000,119,86,447,453,0.2662192393736018,0.18984547461368653,92731.0924369748,124767.44186046511,24686.800894854587,23686.53421633554
12205000,11880000,120,99,456,444,0.2631578947368421,0.22297297297297297,101708.33333333333,120000.0,26765.35087719298,26756.756756756757
13265000,10710000,150,80,447,453,0.33557046979865773,0.17660044150110377,88433.33333333333,133875.0,29675.615212527966,23642.384105960264
12385000,10120000,143,75,481,419,0.2972972972972973,0.17899761336515513,86608.39160839161,134933.33333333334,25748.44074844075,24152.7446300716
10795000,13790000,125,100,430,470,0.29069767441860467,0.2127659574468085,86360.0,137900.0,25104.6511627907,29340.425531914894
10090000,10190000,119,77,441,459,0.2698412698412698,0.16775599128540306,84789.91596638656,132337.66233766233,22879.81859410431,22200.435729847493
11025000,10180000,120,89,458,442,0.26200873362445415,0.20135746606334842,91875.0,114382.02247191011,24072.052401746725,23031.674208144796
11785000,10540000,139,92,460,440,0.30217391304347824,0.20909090909090908,84784.1726618705,114565.21739130435,25619.565217391304,23954.545454545456
11505000,10250000,128,85,461,439,0.27765726681127983,0.19362186788154898,89882.8125,120588.23529411765,24956.616052060737,23348.519362186787
12465000,11260000,135,92,442,458,0.3054298642533937,0.20087336244541484,92333.33333333333,122391.30434782608,28201.35746606335,24585.152838427948
13310000,10780000,149,85,450,450,0.33111111111111113,0.18888888888888888,89328.85906040268,126823.5294117647,29577.777777777777,23955.555555555555
12645000,11410000,143,89,425,475,0.33647058823529413,0.18736842105263157,88426.57342657342,128202.24719101124,29752.941176470587,24021.052631578947
10550000,11940000,129,98,421,479,0.30641330166270786,0.2045929018789144,81782.9457364341,121836.73469387754,25059.38242280285,24926.931106471817
11655000,9650000,123,72,457,443,0.26914660831509846,0.16252821670428894,94756.09756097561,134027.77777777778,25503.28227571116,21783.29571106095
14240000,9740000,138,84,470,430,0.2936170212765957,0.19534883720930232,103188.40579710146,115952.38095238095,30297.872340425532,22651.162790697676
11555000,11260000,133,91,432,468,0.30787037037037035,0.19444444444444445,86879.6992481203,123736.26373626373,26747.685185185186,24059.82905982906
13530000,10830000,151,85,472,428,0.3199152542372881,0.1985981308411215,89602.64900662252,127411.76470588235,28665.254237288136,25303.73831775701
12100000,11550000,127,95,453,447,0.2803532008830022,0.21252796420581654,95275.5905511811,121578.94736842105,26710.816777041942,25838.926174496642
13025000,10810000,142,98,471,429,0.30148619957537154,0.22843822843822845,91725.35211267606,110306.12244897959,27653.927813163482,25198.135198135198
12880000,11250000,141,86,459,441,0.30718954248366015,0.19501133786848074,91347.51773049646,130813.95348837209,28061.002178649236,25510.20408163265
12460000,9380000,144,77,485,415,0.29690721649484536,0.1855421686746988,86527.77777777778,121818.18181818182,25690.721649484534,22602.409638554218
13545000,10280000,144,83,454,446,0.31718061674008813,0.1860986547085202,94062.5,123855.421686747,29834.801762114537,23049.32735426009
14130000,9770000,156,83,463,437,0.3369330453563715,0.18993135011441648,90576.92307692308,117710.84337349398,30518.358531317495,22356.979405034326
13385000,11520000,140,87,437,463,0.32036613272311215,0.1879049676025918,95607.14285714286,132413.7931034483,30629.290617848972,24881.20950323974
11840000,11390000,125,93,450,450,0.2777777777777778,0.20666666666666667,94720.0,122473.1182795699,26311.11111111111,25311.11111111111
12655000,10590000,141,86,454,446,0.31057268722466963,0.19282511210762332,89751.77304964539,123139.53488372093,27874.449339207047,23744.39461883408
11690000,12570000,117,110,433,467,0.2702078521939954,0.23554603854389722,99914.52991452992,114272.72727272728,26997.69053117783,26916.488222698074
11350000,11550000,131,96,459,441,0.28540305010893247,0.21768707482993196,86641.2213740458,120312.5,24727.668845315904,26190.47619047619
14940000,9960000,161,73,469,431,0.34328358208955223,0.16937354988399073,92795.03105590062,136438.35616438356,31855.01066098081,23109.04872389791
10915000,11460000,113,91,430,470,0.2627906976744186,0.19361702127659575,96592.9203539823,125934.06593406593,25383.720930232557,24382.978723404256
12370000,11650000,136,91,444,456,0.3063063063063063,0.19956140350877194,90955.88235294117,128021.97802197802,27860.36036036036,25548.245614035088
11460000,8290000,138,78,452,448,0.3053097345132743,0.17410714285714285,83043.47826086957,106282.05128205128,25353.982300884956,18504.464285714286
10275000,11480000,121,93,441,459,0.2743764172335601,0.20261437908496732,84917.35537190082,123440.86021505376,23299.319727891158,25010.893246187363
12470000,10900000,136,86,445,455,0.3056179775280899,0.189010989010989,91691.17647058824,126744.18604651163,28022.47191011236,23956.043956043955
14025000,9060000,150,73,454,446,0.3303964757709251,0.16367713004484305,93500.0,124109.5890410959,30892.070484581498,20313.90134529148
10985000,10420000,136,86,452,448,0.3008849557522124,0.19196428571428573,80772.05882352941,121162.79069767441,24303.097345132745,23258.928571428572
12500000,8040000,143,71,460,440,0.3108695652173913,0.16136363636363638,87412.58741258741,113239.43661971831,27173.91304347826,18272.727272727272
13390000,10220000,141,84,467,433,0.3019271948608137,0.19399538106235567,94964.5390070922,121666.66666666667,28672.37687366167,23602.771362586605
11075000,13300000,138,96,450,450,0.30666666666666664,0.21333333333333335,80253.62318840579,138541.66666666666,24611.11111111111,29555.555555555555
11845000,12410000,133,91,425,475,0.3129411764705882,0.19157894736842104,89060.15037593985,136373.62637362638,27870.58823529412,26126.315789473683
13535000,9260000,149,85,430,470,0.34651162790697676,0.18085106382978725,90838.92617449665,108941.17647058824,31476.74418604651,19702.127659574468
12725000,11990000,137,100,443,457,0.309255079006772,0.2188183807439825,92883.21167883211,119900.0,28724.604966139956,26236.323851203502
10125000,10080000,120,86,447,453,0.2684563758389262,0.18984547461368653,84375.0,117209.30232558139,22651.006711409394,22251.655629139073
10635000,11720000,134,94,432,468,0.3101851851851852,0.20085470085470086,79365.67164179105,124680.85106382979,24618.055555555555,25042.735042735043
10785000,11660000,121,94,446,454,0.2713004484304933,0.20704845814977973,89132.23140495867,124042.55319148937,24181.614349775784,25682.819383259914
12415000,10170000,142,83,470,430,0.3021276595744681,0.1930232558139535,87429.57746478873,122530.1204819277,26414.893617021276,23651.162790697676
12145000,11600000,134,93,466,434,0.2875536480686695,0.21428571428571427,90634.32835820895,124731.18279569893,26062.231759656654,26728.11059907834
12390000,10740000,133,97,439,461,0.30296127562642367,0.210412147505423,93157.8947368421,110721.64948453609,28223.234624145785,23297.18004338395
10650000,10320000,119,85,419,481,0.2840095465393795,0.17671517671517672,89495.79831932773,121411.76470588235,25417.66109785203,21455.301455301455
13660000,9330000,137,76,472,428,0.2902542372881356,0.17757009345794392,99708.0291970803,122763.15789473684,28940.677966101695,21799.065420560746
12185000,10290000,136,89,452,448,0.3008849557522124,0.19866071428571427,89595.58823529411,115617.97752808989,26957.964601769912,22968.75
10140000,10800000,128,90,451,449,0.2838137472283814,0.20044543429844097,79218.75,120000.0,22483.370288248338,24053.452115812917
11000000,11430000,127,97,436,464,0.29128440366972475,0.20905172413793102,86614.17322834645,117835.05154639175,25229.357798165136,24633.620689655174
12620000,11400000,140,92,483,417,0.2898550724637681,0.22062350119904076,90142.85714285714,123913.04347826086,26128.364389233953,27338.12949640288
12590000,9840000,155,86,480,420,0.3229166666666667,0.20476190476190476,81225.80645161291,114418.6046511628,26229.166666666668,23428.571428571428
11735000,10780000,127,97,435,465,0.29195402298850576,0.2086021505376344,92401.5748031496,111134.02061855671,26977.011494252874,23182.795698924732
12525000,11440000,139,86,464,436,0.2995689655172414,0.19724770642201836,90107.91366906474,133023.2558139535,26993.53448275862,26238.532110091743
12465000,12200000,141,93,445,455,0.31685393258426964,0.2043956043956044,88404.25531914894,131182.79569892472,28011.23595505618,26813.186813186814
12210000,9480000,148,72,463,437,0.31965442764578833,0.16475972540045766,82500.0,131666.66666666666,26371.490280777536,21693.363844393592
10515000,11960000,125,98,423,477,0.29550827423167847,0.20545073375262055,84120.0,122040.8163265306,24858.156028368794,25073.375262054506
14040000,13010000,139,105,435,465,0.3195402298850575,0.22580645161290322,101007.19424460431,123904.76190476191,32275.862068965518,27978.494623655915
13075000,10750000,143,86,434,466,0.3294930875576037,0.18454935622317598,91433.56643356643,125000.0,30126.728110599077,23068.669527896996
10195000,11370000,125,97,422,478,0.2962085308056872,0.20292887029288703,81560.0,117216.49484536082,24158.76777251185,23786.61087866109
12215000,14160000,132,104,443,457,0.2979683972911964,0.2275711159737418,92537.87878787878,136153.84615384616,27573.363431151243,30984.68271334792
11715000,11840000,126,88,457,443,0.27571115973741794,0.1986455981941309,92976.19047619047,134545.45454545456,25634.573304157548,26726.86230248307
11900000,12450000,136,89,451,449,0.30155210643015523,0.19821826280623608,87500.0,139887.64044943822,26385.80931263858,27728.285077951
11320000,10790000,129,94,449,451,0.2873051224944321,0.20842572062084258,87751.93798449612,114787.23404255319,25211.581291759467,23924.61197339246
14340000,10090000,156,84,472,428,0.3305084745762712,0.19626168224299065,91923.07692307692,120119.04761904762,30381.35593220339,23574.766355140186
12560000,11780000,138,100,435,465,0.31724137931034485,0.21505376344086022,91014.49275362318,117800.0,28873.563218390806,25333.333333333332
13745000,8910000,147,83,462,438,0.3181818181818182,0.18949771689497716,93503.40136054422,107349.39759036145,29751.08225108225,20342.465753424658
12670000,11170000,130,93,463,437,0.28077753779697623,0.2128146453089245,97461.53846153847,120107.52688172043,27365.010799136067,25560.640732265445
12585000,11560000,150,91,465,435,0.3225806451612903,0.20919540229885059,83900.0,127032.96703296703,27064.516129032258,26574.712643678162
10770000,10490000,122,97,444,456,0.2747747747747748,0.21271929824561403,88278.68852459016,108144.32989690722,24256.756756756757,23004.385964912282
10110000,10870000,132,83,437,463,0.30205949656750575,0.17926565874730022,76590.90909090909,130963.85542168675,23135.0114416476,23477.32181425486
12610000,12350000,134,105,432,468,0.3101851851851852,0.22435897435897437,94104.4776119403,117619.04761904762,29189.814814814814,26388.88888888889
13570000,10860000,156,88,456,444,0.34210526315789475,0.1981981981981982,86987.17948717948,123409.09090909091,29758.77192982456,24459.45945945946
12225000,11310000,130,86,427,473,0.3044496487119438,0.18181818181818182,94038.46153846153,131511.62790697673,28629.976580796254,23911.20507399577
10985000,10650000,130,92,443,457,0.29345372460496616,0.2013129102844639,84500.0,115760.86956521739,24796.839729119638,23304.157549234136
12055000,11550000,143,102,433,467,0.3302540415704388,0.21841541755888652,84300.6993006993,113235.29411764706,27840.646651270206,24732.33404710921
10365000,11330000,118,97,436,464,0.2706422018348624,0.20905172413793102,87838.98305084746,116804.1237113402,23772.935779816515,24418.103448275862
12940000,9680000,145,76,434,466,0.33410138248847926,0.1630901287553648,89241.37931034483,127368.42105263157,29815.668202764977,20772.5321888412
12375000,11520000,134,97,449,451,0.2984409799554566,0.21507760532150777,92350.74626865672,118762.88659793814,27561.247216035634,25543.237250554324
12400000,9470000,133,77,461,439,0.2885032537960954,0.17539863325740318,93233.08270676692,122987.01298701299,26898.047722342733,21571.753986332573
13445000,13840000,153,104,449,451,0.34075723830734966,0.23059866962305986,87875.81699346405,133076.92307692306,29944.320712694876,30687.361419068737
12240000,14170000,148,108,452,448,0.3274336283185841,0.24107142857142858,82702.7027027027,131203.7037037037,27079.646017699117,31629.464285714286
11435000,9530000,142,92,444,456,0.31981981981981983,0.20175438596491227,80528.1690140845,103586.95652173914,25754.504504504504,20899.122807017542
13590000,11000000,133,91,444,456,0.29954954954954954,0.19956140350877194,102180.45112781954,120879.12087912088,30608.108108108107,24122.80701754386
11850000,9630000,135,79,446,454,0.30269058295964124,0.17400881057268722,87777.77777777778,121898.73417721518,26569.5067264574,21211.453744493392
12420000,10740000,141,83,451,449,0.31263858093126384,0.18485523385300667,88085.10638297872,129397.59036144578,27538.80266075388,23919.821826280622
11420000,11670000,137,105,449,451,0.3051224944320713,0.2328159645232816,83357.66423357664,111142.85714285714,25434.298440979954,25875.831485587583
14250000,9330000,150,80,447,453,0.33557046979865773,0.17660044150110377,95000.0,116625.0,31879.194630872484,20596.026490066226
12195000,11200000,140,86,467,433,0.29978586723768735,0.19861431870669746,87107.14285714286,130232.55813953489,26113.490364025696,25866.05080831409
13080000,11140000,142,93,436,464,0.3256880733944954,0.20043103448275862,92112.67605633802,119784.94623655915,30000.0,24008.620689655174
13720000,9260000,145,79,455,445,0.31868131868131866,0.17752808988764046,94620.68965517242,117215.18987341772,30153.846153846152,20808.988764044945
11415000,10730000,121,97,410,490,0.2951219512195122,0.19795918367346937,94338.84297520661,110618.55670103093,27841.463414634145,21897.95918367347
13670000,11230000,146,92,472,428,0.3093220338983051,0.21495327102803738,93630.13698630137,122065.21739130435,28961.86440677966,26238.317757009347
10835000,9430000,130,83,445,455,0.29213483146067415,0.1824175824175824,83346.15384615384,113614.4578313253,24348.314606741573,20725.274725274725
14770000,11510000,150,94,438,462,0.3424657534246575,0.20346320346320346,98466.66666666667,122446.8085106383,33721.46118721461,24913.41991341991
12800000,12010000,126,92,458,442,0.27510917030567683,0.2081447963800905,101587.30158730158,130543.47826086957,27947.598253275108,27171.945701357465
14565000,11820000,153,97,456,444,0.3355263157894737,0.21846846846846846,95196.07843137255,121855.67010309278,31940.78947368421,26621.62162162162
14355000,10920000,146,88,458,442,0.31877729257641924,0.19909502262443438,98321.91780821918,124090.90909090909,31342.794759825327,24705.882352941175
13095000,11410000,144,94,410,490,0.35121951219512193,0.19183673469387755,90937.5,121382.97872340426,31939.024390243903,23285.714285714286
11995000,8840000,138,83,468,432,0.2948717948717949,0.19212962962962962,86920.28985507246,106506.02409638555,25630.34188034188,20462.962962962964
11235000,10720000,123,85,433,467,0.2840646651270208,0.18201284796573874,91341.46341463414,126117.64705882352,25946.882217090068,22955.032119914347
11240000,9890000,133,89,426,474,0.31220657276995306,0.1877637130801688,84511.27819548872,111123.59550561798,26384.976525821596,20864.978902953586
11270000,11170000,136,91,444,456,0.3063063063063063,0.19956140350877194,82867.64705882352,122747.25274725274,25382.882882882885,24495.614035087718
11545000,11820000,141,100,441,459,0.3197278911564626,0.2178649237472767,81879.43262411347,118200.0,26179.138321995466,25751.633986928104
11695000,11510000,118,100,429,471,0.27505827505827507,0.21231422505307856,99110.16949152542,115100.0,27261.072261072262,24437.367303609342
10315000,10370000,113,86,426,474,0.2652582159624413,0.18143459915611815,91283.18584070797,120581.3953488372,24213.61502347418,21877.637130801686
10845000,11510000,128,93,464,436,0.27586206896551724,0.21330275229357798,84726.5625,123763.44086021505,23372.844827586207,26399.08256880734
12700000,11280000,145,93,451,449,0.3215077605321508,0.2071269487750557,87586.20689655172,121290.32258064517,28159.645232815965,25122.49443207127
15985000,7450000,160,74,486,414,0.3292181069958848,0.178743961352657,99906.25,100675.67567567568,32890.94650205761,17995.169082125605
13755000,11680000,139,92,465,435,0.2989247311827957,0.21149425287356322,98956.8345323741,126956.52173913043,29580.645161290322,26850.57471264368
11885000,12250000,143,102,432,468,0.33101851851851855,0.21794871794871795,83111.88811188811,120098.03921568628,27511.574074074073,26175.213675213676
13395000,11460000,140,91,466,434,0.30042918454935624,0.20967741935483872,95678.57142857143,125934.06593406593,28744.635193133046,26405.529953917052
13610000,11710000,146,98,462,438,0.31601731601731603,0.2237442922374429,93219.17808219178,119489.79591836735,29458.87445887446,26735.1598173516
13505000,10860000,145,92,465,435,0.3118279569892473,0.21149425287356322,93137.93103448275,118043.47826086957,29043.010752688173,24965.51724137931
12170000,8880000,131,77,452,448,0.28982300884955753,0.171875,92900.76335877863,115324.67532467532,26924.778761061945,19821.428571428572
12095000,9870000,134,79,438,462,0.3059360730593607,0.170995670995671,90261.19402985074,124936.70886075949,27614.155251141554,21363.636363636364
11455000,9960000,132,74,459,441,0.2875816993464052,0.16780045351473924,86780.30303030302,134594.5945945946,24956.427015250545,22585.034013605444
12770000,10450000,141,94,437,463,0.32265446224256294,0.20302375809935205,90567.37588652482,111170.21276595745,29221.967963386727,22570.194384449245
12570000,10360000,142,84,454,446,0.31277533039647576,0.18834080717488788,88521.12676056338,123333.33333333333,27687.224669603525,23228.699551569505
13520000,10450000,147,80,439,461,0.3348519362186788,0.1735357917570499,91972.78911564626,130625.0,30797.26651480638,22668.112798264643
13145000,12410000,137,96,435,465,0.31494252873563217,0.2064516129032258,95948.90510948905,129270.83333333333,30218.3908045977,26688.172043010753
13105000,11810000,142,92,437,463,0.32494279176201374,0.19870410367170627,92288.73239436619,128369.56521739131,29988.558352402746,25507.55939524838
12760000,10790000,135,88,437,463,0.30892448512585813,0.1900647948164147,94518.51851851853,122613.63636363637,29199.08466819222,23304.535637149027
13785000,11100000,150,91,450,450,0.3333333333333333,0.20222222222222222,91900.0,121978.02197802198,30633.333333333332,24666.666666666668
13045000,8270000,138,67,478,422,0.28870292887029286,0.15876777251184834,94528.98550724638,123432.83582089552,27290.7949790795,19597.156398104264
11945000,9590000,134,71,448,452,0.29910714285714285,0.1570796460176991,89141.79104477612,135070.42253521126,26662.946428571428,21216.814159292036
12580000,10590000,152,87,457,443,0.33260393873085337,0.1963882618510158,82763.15789473684,121724.13793103448,27527.352297593,23905.191873589163
13690000,13380000,146,101,455,445,0.3208791208791209,0.22696629213483147,93767.12328767123,132475.24752475249,30087.91208791209,30067.415730337078
13155000,10780000,144,90,457,443,0.3150984682713348,0.20316027088036118,91354.16666666667,119777.77777777778,28785.557986870896,24334.08577878104
12740000,9090000,144,79,460,440,0.3130434782608696,0.17954545454545454,88472.22222222222,115063.29113924051,27695.652173913044,20659.090909090908
10510000,13540000,120,98,445,455,0.2696629213483146,0.2153846153846154,87583.33333333333,138163.26530612246,23617.977528089887,29758.24175824176
11700000,10470000,129,85,457,443,0.28227571115973743,0.19187358916478556,90697.67441860466,123176.4705882353,25601.75054704595,23634.31151241535
9590000,10620000,117,93,444,456,0.2635135135135135,0.20394736842105263,81965.81196581197,114193.54838709677,21599.099099099098,23289.473684210527
12825000,11740000,147,86,449,451,0.3273942093541203,0.19068736141906872,87244.89795918367,136511.62790697673,28563.47438752784,26031.042128603105
12225000,10770000,132,90,457,443,0.2888402625820569,0.20316027088036118,92613.63636363637,119666.66666666667,26750.54704595186,24311.512415349887
11300000,11170000,129,97,427,473,0.30210772833723654,0.20507399577167018,87596.8992248062,115154.63917525773,26463.700234192038,23615.22198731501
10115000,10910000,129,88,456,444,0.28289473684210525,0.1981981981981982,78410.85271317829,123977.27272727272,22182.01754385965,24572.07207207207
10195000,10770000,123,92,430,470,0.28604651162790695,0.19574468085106383,82886.17886178862,117065.21739130435,23709.302325581397,22914.893617021276
11510000,11470000,123,88,442,458,0.27828054298642535,0.19213973799126638,93577.23577235773,130340.90909090909,26040.723981900454,25043.66812227074
11740000,12710000,133,109,435,465,0.3057471264367816,0.23440860215053763,88270.67669172933,116605.50458715597,26988.505747126437,27333.333333333332
11925000,12660000,139,91,454,446,0.30616740088105726,0.2040358744394619,85791.36690647482,139120.8791208791,26266.519823788545,28385.650224215246
13030000,10380000,140,86,458,442,0.3056768558951965,0.19457013574660634,93071.42857142857,120697.67441860466,28449.781659388645,23484.162895927602
12615000,7970000,124,74,455,445,0.2725274725274725,0.1662921348314607,101733.87096774194,107702.7027027027,27725.274725274725,17910.112359550563
11435000,9680000,130,79,458,442,0.2838427947598253,0.17873303167420815,87961.53846153847,122531.64556962025,24967.248908296944,21900.452488687784
